label,word,position,near_word_1_axes,near_word_1_word,near_word_1_dist,near_word_2_axes,near_word_2_word,near_word_2_dist,near_word_3_axes,near_word_3_word,near_word_3_dist,near_word_4_axes,near_word_4_word,near_word_4_dist,near_word_5_axes,near_word_5_word,near_word_5_dist,page_size,page_number
relevant,NV,"(500.137939453125, 180.90939331054688, 513.405029296875, 191.6343994140625)","(502.2334899902344, 169.869384765625, 523.9368286132812, 180.59439086914062)",Suite,18.94924025491604,"(472.6819152832031, 180.90939331054688, 497.5251159667969, 191.6343994140625)","Brian,",31.71758046557346,"(475.3016662597656, 169.869384765625, 499.6258544921875, 180.59439086914062)",Shoal,32.41095033745867,"(515.9779052734375, 180.90939331054688, 542.4369506835938, 191.6343994140625)",77858,33.07199686431537,"(526.515869140625, 169.869384765625, 542.4226684570312, 180.59439086914062)",719,42.20879214537681,"(595.0, 842.0)",0
relevant,77858,"(515.9779052734375, 180.90939331054688, 542.4369506835938, 191.6343994140625)","(526.515869140625, 169.869384765625, 542.4226684570312, 180.59439086914062)",719,18.836466329756252,"(502.2334899902344, 169.869384765625, 523.9368286132812, 180.59439086914062)",Suite,27.837511480689276,"(500.137939453125, 180.90939331054688, 513.405029296875, 191.6343994140625)",NV,33.07199686431537,"(458.39300537109375, 194.34939575195312, 542.436767578125, 205.07440185546875)",037.536.6344x7726,60.64064666580072,"(475.3016662597656, 169.869384765625, 499.6258544921875, 180.59439086914062)",Shoal,61.082812269500955,"(595.0, 842.0)",0
irrelevant,Tel:,"(438.86712646484375, 194.34939575195312, 454.7295227050781, 205.07440185546875)","(452.6178894042969, 180.90939331054688, 470.069091796875, 191.6343994140625)",Port,28.029505749996012,"(439.937255859375, 169.869384765625, 472.7021179199219, 180.59439086914062)",Weaver,39.02180456436062,"(410.8838195800781, 169.869384765625, 437.35821533203125, 180.59439086914062)",53164,47.78461739762426,"(472.6819152832031, 180.90939331054688, 497.5251159667969, 191.6343994140625)","Brian,",57.759588612651335,"(475.3016662597656, 169.869384765625, 499.6258544921875, 180.59439086914062)",Shoal,67.39212249059563,"(595.0, 842.0)",0
relevant,037.536.6344x7726,"(458.39300537109375, 194.34939575195312, 542.436767578125, 205.07440185546875)","(472.6819152832031, 180.90939331054688, 497.5251159667969, 191.6343994140625)","Brian,",50.81827159776001,"(500.137939453125, 180.90939331054688, 513.405029296875, 191.6343994140625)",NV,54.2839633814089,"(475.3016662597656, 169.869384765625, 499.6258544921875, 180.59439086914062)",Shoal,57.595303350892145,"(502.2334899902344, 169.869384765625, 523.9368286132812, 180.59439086914062)",Suite,58.8453711784159,"(515.9779052734375, 180.90939331054688, 542.4369506835938, 191.6343994140625)",77858,60.64064666580072,"(595.0, 842.0)",0
irrelevant,Invoice,"(72.739990234375, 299.69671630859375, 116.1019058227539, 313.10296630859375)","(94.84204864501953, 327.2967224121094, 109.66694641113281, 340.7029724121094)",to:,45.314791872466465,"(72.739990234375, 327.2967224121094, 91.41717529296875, 340.7029724121094)",Bill,46.18286040465994,"(118.805908203125, 299.69671630859375, 139.2685089111328, 313.10296630859375)",No:,51.5631680267814,"(163.229736328125, 346.0748596191406, 191.0802764892578, 357.33612060546875)",39243,133.85684267866088,"(163.22996520996094, 299.69671630859375, 215.9190216064453, 313.10296630859375)",46166714,134.7289581881231,"(595.0, 842.0)",0
irrelevant,No:,"(118.805908203125, 299.69671630859375, 139.2685089111328, 313.10296630859375)","(72.739990234375, 299.69671630859375, 116.1019058227539, 313.10296630859375)",Invoice,51.5631680267814,"(94.84204864501953, 327.2967224121094, 109.66694641113281, 340.7029724121094)",to:,54.53475718466351,"(72.739990234375, 327.2967224121094, 91.41717529296875, 340.7029724121094)",Bill,77.04115524295207,"(163.22996520996094, 299.69671630859375, 215.9190216064453, 313.10296630859375)",46166714,88.59344184193812,"(163.229736328125, 346.0748596191406, 191.0802764892578, 357.33612060546875)",39243,93.62392792888986,"(595.0, 842.0)",0
relevant,46166714,"(163.22996520996094, 299.69671630859375, 215.9190216064453, 313.10296630859375)","(163.22996520996094, 327.2967224121094, 212.58595275878906, 340.7029724121094)",Galloway,39.174354133430406,"(163.229736328125, 346.0748596191406, 191.0802764892578, 357.33612060546875)",39243,68.73476103860236,"(193.814453125, 346.0748596191406, 231.66839599609375, 357.33612060546875)",Brandon,72.738970371289,"(215.9195556640625, 327.2967224121094, 249.27178955078125, 340.7029724121094)",Group,73.56711728481599,"(165.82981872558594, 359.5148620605469, 211.99974060058594, 370.776123046875)",Crossroad,83.22573863454659,"(595.0, 842.0)",0
irrelevant,Date:,"(383.84979248046875, 299.69671630859375, 414.9373474121094, 313.10296630859375)","(433.9000549316406, 299.69671630859375, 447.2483215332031, 313.10296630859375)",18,59.57371752782577,"(450.5824890136719, 299.69671630859375, 496.6101379394531, 313.10296630859375)","January,",105.46894092156208,"(499.943359375, 299.69671630859375, 526.6404418945312, 313.10296630859375)",2023,161.10647904800064,"(366.73992919921875, 415.18218994140625, 398.3514404296875, 429.12469482421875)",Price,165.42604341481737,"(438.86712646484375, 194.34939575195312, 454.7295227050781, 205.07440185546875)",Tel:,165.46465767517,"(595.0, 842.0)",0
relevant,18,"(433.9000549316406, 299.69671630859375, 447.2483215332031, 313.10296630859375)","(450.5824890136719, 299.69671630859375, 496.6101379394531, 313.10296630859375)","January,",52.10463056030289,"(383.84979248046875, 299.69671630859375, 414.9373474121094, 313.10296630859375)",Date:,59.57371752782577,"(499.943359375, 299.69671630859375, 526.6404418945312, 313.10296630859375)",2023,103.27064847896456,"(438.86712646484375, 194.34939575195312, 454.7295227050781, 205.07440185546875)",Tel:,151.15842304303322,"(452.6178894042969, 180.90939331054688, 470.069091796875, 191.6343994140625)",Port,172.44183289221493,"(595.0, 842.0)",0
relevant,"January,","(450.5824890136719, 299.69671630859375, 496.6101379394531, 313.10296630859375)","(433.9000549316406, 299.69671630859375, 447.2483215332031, 313.10296630859375)",18,52.10463056030289,"(499.943359375, 299.69671630859375, 526.6404418945312, 313.10296630859375)",2023,57.77815052822496,"(383.84979248046875, 299.69671630859375, 414.9373474121094, 313.10296630859375)",Date:,105.46894092156208,"(438.86712646484375, 194.34939575195312, 454.7295227050781, 205.07440185546875)",Tel:,157.03332238199263,"(458.39300537109375, 194.34939575195312, 542.436767578125, 205.07440185546875)",037.536.6344x7726,157.89019233656072,"(595.0, 842.0)",0
relevant,2023,"(499.943359375, 299.69671630859375, 526.6404418945312, 313.10296630859375)","(450.5824890136719, 299.69671630859375, 496.6101379394531, 313.10296630859375)","January,",57.77815052822496,"(433.9000549316406, 299.69671630859375, 447.2483215332031, 313.10296630859375)",18,103.27064847896456,"(458.39300537109375, 194.34939575195312, 542.436767578125, 205.07440185546875)",037.536.6344x7726,157.3028432966762,"(383.84979248046875, 299.69671630859375, 414.9373474121094, 313.10296630859375)",Date:,161.10647904800064,"(481.840087890625, 415.18218994140625, 533.1591796875, 429.12469482421875)",Amount,164.82766299623034,"(595.0, 842.0)",0
irrelevant,Bill,"(72.739990234375, 327.2967224121094, 91.41717529296875, 340.7029724121094)","(94.84204864501953, 327.2967224121094, 109.66694641113281, 340.7029724121094)",to:,28.662783044444897,"(72.739990234375, 299.69671630859375, 116.1019058227539, 313.10296630859375)",Invoice,46.18286040465994,"(118.805908203125, 299.69671630859375, 139.2685089111328, 313.10296630859375)",No:,77.04115524295207,"(74.3200454711914, 415.18218994140625, 104.54401397705078, 429.12469482421875)",Item,125.3677265709023,"(163.229736328125, 346.0748596191406, 191.0802764892578, 357.33612060546875)",39243,136.93212896892183,"(595.0, 842.0)",0
irrelevant,to:,"(94.84204864501953, 327.2967224121094, 109.66694641113281, 340.7029724121094)","(72.739990234375, 327.2967224121094, 91.41717529296875, 340.7029724121094)",Bill,28.662783044444897,"(72.739990234375, 299.69671630859375, 116.1019058227539, 313.10296630859375)",Invoice,45.314791872466465,"(118.805908203125, 299.69671630859375, 139.2685089111328, 313.10296630859375)",No:,54.53475718466351,"(163.229736328125, 346.0748596191406, 191.0802764892578, 357.33612060546875)",39243,109.24415863944421,"(165.82981872558594, 372.9548645019531, 187.55474853515625, 384.21612548828125)",Lake,122.81625971527188,"(595.0, 842.0)",0
relevant,Galloway,"(163.22996520996094, 327.2967224121094, 212.58595275878906, 340.7029724121094)","(163.229736328125, 346.0748596191406, 191.0802764892578, 357.33612060546875)",39243,33.042006108143795,"(163.22996520996094, 299.69671630859375, 215.9190216064453, 313.10296630859375)",46166714,39.174354133430406,"(193.814453125, 346.0748596191406, 231.66839599609375, 357.33612060546875)",Brandon,43.918453942716056,"(165.82981872558594, 359.5148620605469, 211.99974060058594, 370.776123046875)",Crossroad,44.15320820172253,"(215.9195556640625, 327.2967224121094, 249.27178955078125, 340.7029724121094)",Group,64.20314293980971,"(595.0, 842.0)",0
relevant,Group,"(215.9195556640625, 327.2967224121094, 249.27178955078125, 340.7029724121094)","(193.814453125, 346.0748596191406, 231.66839599609375, 357.33612060546875)",Brandon,37.786175761672766,"(163.22996520996094, 327.2967224121094, 212.58595275878906, 340.7029724121094)",Galloway,64.20314293980971,"(190.28892517089844, 372.9548645019531, 241.4532928466797, 384.21612548828125)","Michaelton,",68.52823169990515,"(163.22996520996094, 299.69671630859375, 215.9190216064453, 313.10296630859375)",46166714,73.56711728481599,"(165.82981872558594, 359.5148620605469, 211.99974060058594, 370.776123046875)",Crossroad,76.42375475609049,"(595.0, 842.0)",0
relevant,39243,"(163.229736328125, 346.0748596191406, 191.0802764892578, 357.33612060546875)","(165.82981872558594, 359.5148620605469, 211.99974060058594, 370.776123046875)",Crossroad,28.384004975139494,"(163.22996520996094, 327.2967224121094, 212.58595275878906, 340.7029724121094)",Galloway,33.042006108143795,"(165.82981872558594, 372.9548645019531, 187.55474853515625, 384.21612548828125)",Lake,38.265638643942495,"(193.814453125, 346.0748596191406, 231.66839599609375, 357.33612060546875)",Brandon,50.821455573864114,"(165.82981872558594, 386.3948669433594, 180.88320922851562, 397.6561279296875)",MP,57.98402013006509,"(595.0, 842.0)",0
relevant,Brandon,"(193.814453125, 346.0748596191406, 231.66839599609375, 357.33612060546875)","(215.9195556640625, 327.2967224121094, 249.27178955078125, 340.7029724121094)",Group,37.786175761672766,"(165.82981872558594, 359.5148620605469, 211.99974060058594, 370.776123046875)",Crossroad,39.13135697603802,"(190.28892517089844, 372.9548645019531, 241.4532928466797, 384.21612548828125)","Michaelton,",39.41120245224454,"(163.22996520996094, 327.2967224121094, 212.58595275878906, 340.7029724121094)",Galloway,43.918453942716056,"(163.229736328125, 346.0748596191406, 191.0802764892578, 357.33612060546875)",39243,50.821455573864114,"(595.0, 842.0)",0
relevant,Crossroad,"(165.82981872558594, 359.5148620605469, 211.99974060058594, 370.776123046875)","(163.229736328125, 346.0748596191406, 191.0802764892578, 357.33612060546875)",39243,28.384004975139494,"(165.82981872558594, 372.9548645019531, 187.55474853515625, 384.21612548828125)",Lake,30.964898971721713,"(193.814453125, 346.0748596191406, 231.66839599609375, 357.33612060546875)",Brandon,39.13135697603802,"(183.60287475585938, 386.3948669433594, 211.4413604736328, 397.6561279296875)",16896,41.967399657608794,"(190.28892517089844, 372.9548645019531, 241.4532928466797, 384.21612548828125)","Michaelton,",42.743735906756136,"(595.0, 842.0)",0
relevant,Lake,"(165.82981872558594, 372.9548645019531, 187.55474853515625, 384.21612548828125)","(165.82981872558594, 386.3948669433594, 180.88320922851562, 397.6561279296875)",MP,20.14390150815037,"(165.82981872558594, 359.5148620605469, 211.99974060058594, 370.776123046875)",Crossroad,30.964898971721713,"(183.60287475585938, 386.3948669433594, 211.4413604736328, 397.6561279296875)",16896,35.32306727628027,"(163.229736328125, 346.0748596191406, 191.0802764892578, 357.33612060546875)",39243,38.265638643942495,"(190.28892517089844, 372.9548645019531, 241.4532928466797, 384.21612548828125)","Michaelton,",59.18868951923486,"(595.0, 842.0)",0
relevant,"Michaelton,","(190.28892517089844, 372.9548645019531, 241.4532928466797, 384.21612548828125)","(183.60287475585938, 386.3948669433594, 211.4413604736328, 397.6561279296875)",16896,36.14812147493691,"(193.814453125, 346.0748596191406, 231.66839599609375, 357.33612060546875)",Brandon,39.41120245224454,"(165.82981872558594, 359.5148620605469, 211.99974060058594, 370.776123046875)",Crossroad,42.743735906756136,"(165.82981872558594, 372.9548645019531, 187.55474853515625, 384.21612548828125)",Lake,59.18868951923486,"(165.82981872558594, 386.3948669433594, 180.88320922851562, 397.6561279296875)",MP,68.03124465173724,"(595.0, 842.0)",0
relevant,MP,"(165.82981872558594, 386.3948669433594, 180.88320922851562, 397.6561279296875)","(165.82981872558594, 372.9548645019531, 187.55474853515625, 384.21612548828125)",Lake,20.14390150815037,"(183.60287475585938, 386.3948669433594, 211.4413604736328, 397.6561279296875)",16896,35.35084338703528,"(165.82981872558594, 359.5148620605469, 211.99974060058594, 370.776123046875)",Crossroad,49.12542976533726,"(163.229736328125, 346.0748596191406, 191.0802764892578, 357.33612060546875)",39243,57.98402013006509,"(151.919921875, 415.18218994140625, 226.39938354492188, 429.12469482421875)",Description,63.90765230068217,"(595.0, 842.0)",0
relevant,16896,"(183.60287475585938, 386.3948669433594, 211.4413604736328, 397.6561279296875)","(165.82981872558594, 372.9548645019531, 187.55474853515625, 384.21612548828125)",Lake,35.32306727628027,"(165.82981872558594, 386.3948669433594, 180.88320922851562, 397.6561279296875)",MP,35.35084338703528,"(190.28892517089844, 372.9548645019531, 241.4532928466797, 384.21612548828125)","Michaelton,",36.14812147493691,"(165.82981872558594, 359.5148620605469, 211.99974060058594, 370.776123046875)",Crossroad,41.967399657608794,"(151.919921875, 415.18218994140625, 226.39938354492188, 429.12469482421875)",Description,55.19540402281188,"(595.0, 842.0)",0
irrelevant,Item,"(74.3200454711914, 415.18218994140625, 104.54401397705078, 429.12469482421875)","(80.057373046875, 450.4621887207031, 86.99815368652344, 464.4046936035156)",1,53.19897338088191,"(80.057373046875, 488.1421813964844, 86.99815368652344, 502.0846862792969)",2,104.81934386026059,"(72.739990234375, 327.2967224121094, 91.41717529296875, 340.7029724121094)",Bill,125.3677265709023,"(94.84204864501953, 327.2967224121094, 109.66694641113281, 340.7029724121094)",to:,126.45020145558489,"(165.82981872558594, 386.3948669433594, 180.88320922851562, 397.6561279296875)",MP,126.57287229300535,"(595.0, 842.0)",0
irrelevant,Description,"(151.919921875, 415.18218994140625, 226.39938354492188, 429.12469482421875)","(152.86573791503906, 450.4621887207031, 216.08758544921875, 464.4046936035156)",Compatible,50.956691176748514,"(183.60287475585938, 386.3948669433594, 211.4413604736328, 397.6561279296875)",16896,55.19540402281188,"(165.82981872558594, 386.3948669433594, 180.88320922851562, 397.6561279296875)",MP,63.90765230068217,"(190.28892517089844, 372.9548645019531, 241.4532928466797, 384.21612548828125)","Michaelton,",74.15340324460102,"(165.82981872558594, 372.9548645019531, 187.55474853515625, 384.21612548828125)",Lake,74.17760789487647,"(595.0, 842.0)",0
irrelevant,Price,"(366.73992919921875, 415.18218994140625, 398.3514404296875, 429.12469482421875)","(369.4399108886719, 450.4621887207031, 415.6226501464844, 464.4046936035156)",$701.00,52.86720357593485,"(369.4399108886719, 488.1421813964844, 415.6226501464844, 502.0846862792969)",$673.00,104.65135112579821,"(369.4399108886719, 525.8222045898438, 415.6226501464844, 539.7647094726562)",$573.00,157.4420854441972,"(383.84979248046875, 299.69671630859375, 414.9373474121094, 313.10296630859375)",Date:,165.42604341481737,"(481.840087890625, 415.18218994140625, 533.1591796875, 429.12469482421875)",Amount,177.26018474149592,"(595.0, 842.0)",0
irrelevant,Amount,"(481.840087890625, 415.18218994140625, 533.1591796875, 429.12469482421875)","(483.05230712890625, 450.4621887207031, 526.7216796875, 464.4046936035156)",$701.00,50.32164056810983,"(483.05230712890625, 488.1421813964844, 533.4234619140625, 502.0846862792969)",$1346.00,103.18846847796067,"(483.05230712890625, 525.8222045898438, 526.7216796875, 539.7647094726562)",$573.00,156.6056721978632,"(499.943359375, 299.69671630859375, 526.6404418945312, 313.10296630859375)",2023,164.82766299623034,"(369.4399108886719, 450.4621887207031, 415.6226501464844, 464.4046936035156)",$701.00,170.11170504803837,"(595.0, 842.0)",0
relevant,1,"(80.057373046875, 450.4621887207031, 86.99815368652344, 464.4046936035156)","(74.3200454711914, 415.18218994140625, 104.54401397705078, 429.12469482421875)",Item,53.19897338088191,"(80.057373046875, 488.1421813964844, 86.99815368652344, 502.0846862792969)",2,53.28755667220873,"(80.057373046875, 525.8222045898438, 86.99815368652344, 539.7647094726562)",3,106.57515650279034,"(145.919921875, 464.8621826171875, 184.82008361816406, 478.8046875)",access,119.67340958678136,"(145.919921875, 502.5421447753906, 193.1442413330078, 516.4846801757812)",flexibility,145.01556497430832,"(595.0, 842.0)",0
relevant,Compatible,"(152.86573791503906, 450.4621887207031, 216.08758544921875, 464.4046936035156)","(145.919921875, 464.8621826171875, 184.82008361816406, 478.8046875)",access,37.95550921348107,"(151.919921875, 415.18218994140625, 226.39938354492188, 429.12469482421875)",Description,50.956691176748514,"(152.86573791503906, 488.1421813964844, 204.98036193847656, 502.0846862792969)",Balanced,54.43284036509064,"(145.919921875, 502.5421447753906, 193.1442413330078, 516.4846801757812)",flexibility,77.45507229176462,"(183.60287475585938, 386.3948669433594, 211.4413604736328, 397.6561279296875)",16896,97.60303134088676,"(595.0, 842.0)",0
relevant,multi-tasking,"(219.57510375976562, 450.4621887207031, 289.7300720214844, 464.4046936035156)","(208.46286010742188, 488.1421813964844, 276.525634765625, 502.0846862792969)",client-server,56.012523763233865,"(152.86573791503906, 450.4621887207031, 216.08758544921875, 464.4046936035156)",Compatible,99.36475894376181,"(151.919921875, 415.18218994140625, 226.39938354492188, 429.12469482421875)",Description,105.24902073896223,"(220.95974731445312, 525.8222045898438, 275.867431640625, 539.7647094726562)",bifurcated,107.48187763384497,"(152.86573791503906, 488.1421813964844, 204.98036193847656, 502.0846862792969)",Balanced,120.30052596166529,"(595.0, 842.0)",0
relevant,access,"(145.919921875, 464.8621826171875, 184.82008361816406, 478.8046875)","(152.86573791503906, 450.4621887207031, 216.08758544921875, 464.4046936035156)",Compatible,37.95550921348107,"(152.86573791503906, 488.1421813964844, 204.98036193847656, 502.0846862792969)",Balanced,39.224964866047415,"(145.919921875, 502.5421447753906, 193.1442413330078, 516.4846801757812)",flexibility,53.93378345668085,"(151.919921875, 415.18218994140625, 226.39938354492188, 429.12469482421875)",Description,81.8598896098122,"(152.86573791503906, 525.8222045898438, 217.4799346923828, 539.7647094726562)",Multi-lateral,92.4508452663667,"(595.0, 842.0)",0
relevant,$701.00,"(369.4399108886719, 450.4621887207031, 415.6226501464844, 464.4046936035156)","(366.73992919921875, 415.18218994140625, 398.3514404296875, 429.12469482421875)",Price,52.86720357593485,"(369.4399108886719, 488.1421813964844, 415.6226501464844, 502.0846862792969)",$673.00,53.28755667220873,"(369.4399108886719, 525.8222045898438, 415.6226501464844, 539.7647094726562)",$573.00,106.57515650279034,"(483.05230712890625, 450.4621887207031, 526.7216796875, 464.4046936035156)",$701.00,158.90491164342114,"(369.4399108886719, 563.5022583007812, 415.6226501464844, 577.4447631835938)",$187.00,159.86279949174482,"(595.0, 842.0)",0
relevant,$701.00,"(369.4399108886719, 450.4621887207031, 415.6226501464844, 464.4046936035156)","(481.840087890625, 415.18218994140625, 533.1591796875, 429.12469482421875)",Amount,50.32164056810983,"(483.05230712890625, 488.1421813964844, 533.4234619140625, 502.0846862792969)",$1346.00,53.70733265678092,"(483.05230712890625, 525.8222045898438, 526.7216796875, 539.7647094726562)",$573.00,106.57515650279034,"(369.4399108886719, 450.4621887207031, 415.6226501464844, 464.4046936035156)",$701.00,158.90491164342114,"(483.05230712890625, 563.5022583007812, 526.7216796875, 577.4447631835938)",$187.00,159.86279949174482,,
relevant,$701.00,"(483.05230712890625, 450.4621887207031, 526.7216796875, 464.4046936035156)","(366.73992919921875, 415.18218994140625, 398.3514404296875, 429.12469482421875)",Price,52.86720357593485,"(369.4399108886719, 488.1421813964844, 415.6226501464844, 502.0846862792969)",$673.00,53.28755667220873,"(369.4399108886719, 525.8222045898438, 415.6226501464844, 539.7647094726562)",$573.00,106.57515650279034,"(483.05230712890625, 450.4621887207031, 526.7216796875, 464.4046936035156)",$701.00,158.90491164342114,"(369.4399108886719, 563.5022583007812, 415.6226501464844, 577.4447631835938)",$187.00,159.86279949174482,,
relevant,$701.00,"(483.05230712890625, 450.4621887207031, 526.7216796875, 464.4046936035156)","(481.840087890625, 415.18218994140625, 533.1591796875, 429.12469482421875)",Amount,50.32164056810983,"(483.05230712890625, 488.1421813964844, 533.4234619140625, 502.0846862792969)",$1346.00,53.70733265678092,"(483.05230712890625, 525.8222045898438, 526.7216796875, 539.7647094726562)",$573.00,106.57515650279034,"(369.4399108886719, 450.4621887207031, 415.6226501464844, 464.4046936035156)",$701.00,158.90491164342114,"(483.05230712890625, 563.5022583007812, 526.7216796875, 577.4447631835938)",$187.00,159.86279949174482,"(595.0, 842.0)",0
