label,word,coordinates
irrelevant,number,"(75.74400329589844, 176.38995361328125, 108.73800659179688, 188.782958984375)"
irrelevant,dc8b48116,"(155.77999877929688, 176.38995361328125, 204.0139923095703, 188.782958984375)"
irrelevant,invoice,"(42.47999954223633, 190.78997802734375, 73.4939956665039, 203.1829833984375)"
irrelevant,creation,"(76.02299499511719, 190.78997802734375, 111.03298950195312, 203.1829833984375)"
irrelevant,date,"(113.5619888305664, 190.78997802734375, 131.99398803710938, 203.1829833984375)"
relevant,27012023,"(155.77999877929688, 190.78997802734375, 200.051025390625, 203.1829833984375)"
irrelevant,invoice,"(42.47999954223633, 205.30999755859375, 73.4939956665039, 217.7030029296875)"
irrelevant,period,"(76.02299499511719, 205.30999755859375, 103.48199462890625, 217.7030029296875)"
relevant,14012000,"(155.77999877929688, 205.30999755859375, 200.051025390625, 217.7030029296875)"
irrelevant,customer,"(42.47999954223633, 219.5899658203125, 84.59100341796875, 231.98297119140625)"
irrelevant,reference,"(87.09300231933594, 219.5899658203125, 127.58399200439453, 231.98297119140625)"
relevant,7949617,"(155.77999877929688, 219.5899658203125, 190.30398559570312, 231.98297119140625)"
irrelevant,customer,"(42.47999954223633, 233.989990234375, 84.59100341796875, 246.38299560546875)"
irrelevant,name,"(87.09300231933594, 233.989990234375, 110.55599975585938, 246.38299560546875)"
relevant,mary,"(155.77999877929688, 233.989990234375, 176.5070037841797, 246.38299560546875)"
relevant,mcgee,"(178.82901000976562, 233.989990234375, 206.53700256347656, 246.38299560546875)"
irrelevant,mary,"(325.989990234375, 173.35276794433594, 356.2386169433594, 191.1986846923828)"
irrelevant,mcgee,"(359.84149169921875, 173.35276794433594, 400.2766418457031, 191.1986846923828)"
relevant,6137,"(325.989990234375, 188.67198181152344, 350.5098571777344, 203.8409423828125)"
relevant,brown,"(353.59002685546875, 188.67198181152344, 384.80010986328125, 203.8409423828125)"
relevant,circles,"(387.8692321777344, 188.67198181152344, 424.43365478515625, 203.8409423828125)"
relevant,east,"(427.5910949707031, 188.67198181152344, 449.49444580078125, 203.8409423828125)"
relevant,stevenbury,"(452.6518859863281, 188.67198181152344, 511.2632751464844, 203.8409423828125)"
relevant,ak,"(514.4207153320312, 188.67198181152344, 529.1039428710938, 203.8409423828125)"
relevant,58533,"(325.989990234375, 201.27195739746094, 356.60833740234375, 216.44091796875)"
irrelevant,date,"(72.14399719238281, 287.9527893066406, 93.15959930419922, 301.6676940917969)"
irrelevant,amount,"(516.239990234375, 287.9527893066406, 553.3906860351562, 301.6676940917969)"
relevant,22092019,"(42.720001220703125, 309.6229553222656, 91.82279968261719, 323.3079833984375)"
relevant,incubate,"(217.97000122070312, 309.6229553222656, 255.66860961914062, 323.3079833984375)"
relevant,holistic,"(258.49725341796875, 309.6229553222656, 288.89520263671875, 323.3079833984375)"
relevant,functionalities,"(291.7138977050781, 309.6229553222656, 352.310546875, 323.3079833984375)"
relevant,41806,"(518.280029296875, 310.41497802734375, 550.2991943359375, 322.7809753417969)"
relevant,04022013,"(42.720001220703125, 324.2629699707031, 91.82279968261719, 337.947998046875)"
relevant,reinvent,"(217.97000122070312, 324.2629699707031, 253.34793090820312, 337.947998046875)"
relevant,strategic,"(256.2164001464844, 324.2629699707031, 293.9150085449219, 337.947998046875)"
relevant,architectures,"(296.73370361328125, 324.2629699707031, 353.9837951660156, 337.947998046875)"
relevant,23691,"(518.280029296875, 325.05499267578125, 550.2991943359375, 337.4209899902344)"
relevant,04112009,"(42.720001220703125, 338.9029846191406, 91.82279968261719, 352.5880126953125)"
relevant,cultivate,"(217.97000122070312, 338.9029846191406, 254.5531005859375, 352.5880126953125)"
relevant,ebusiness,"(257.3219909667969, 338.9029846191406, 305.70135498046875, 352.5880126953125)"
relevant,platforms,"(308.5200500488281, 338.9029846191406, 349.6050720214844, 352.5880126953125)"
relevant,18978,"(518.280029296875, 339.6949768066406, 550.2991943359375, 352.06097412109375)"
relevant,20112021,"(42.720001220703125, 353.6629638671875, 91.82279968261719, 367.3479919433594)"
relevant,envisioneer,"(217.97000122070312, 353.6629638671875, 268.90545654296875, 367.3479919433594)"
relevant,innovative,"(271.8038330078125, 353.6629638671875, 316.7732238769531, 367.3479919433594)"
relevant,communities,"(319.5421142578125, 353.6629638671875, 375.5970153808594, 367.3479919433594)"
relevant,28839,"(518.280029296875, 354.4549865722656, 550.2991943359375, 366.82098388671875)"
irrelevant,total,"(351.7900085449219, 395.70196533203125, 376.3319396972656, 410.8709411621094)"
irrelevant,amount,"(378.6700134277344, 395.70196533203125, 415.3338623046875, 410.8709411621094)"
irrelevant,without,"(417.82000732421875, 395.70196533203125, 452.5518493652344, 410.8709411621094)"
irrelevant,gst,"(455.0199890136719, 395.70196533203125, 477.1220703125, 410.8709411621094)"
relevant,113314,"(508.20001220703125, 395.70196533203125, 553.3148803710938, 410.8709411621094)"
irrelevant,good,"(355.2699890136719, 411.6399841308594, 377.2929992675781, 423.82598876953125)"
irrelevant,and,"(379.75, 411.6399841308594, 394.7080078125, 423.82598876953125)"
irrelevant,services,"(397.05999755859375, 411.6399841308594, 430.09002685546875, 423.82598876953125)"
irrelevant,tax,"(432.4599914550781, 411.6399841308594, 444.5110168457031, 423.82598876953125)"
irrelevant,1000,"(446.8599853515625, 411.6399841308594, 476.9560241699219, 423.82598876953125)"
relevant,11331,"(514.2000122070312, 409.761962890625, 553.3201293945312, 424.9309387207031)"
irrelevant,total,"(332.7099914550781, 423.2571716308594, 359.0514831542969, 438.4592590332031)"
irrelevant,amount,"(361.510009765625, 423.2571716308594, 401.1878356933594, 438.4592590332031)"
irrelevant,including,"(403.6600036621094, 423.2571716308594, 452.6556091308594, 438.4592590332031)"
irrelevant,gst,"(455.0199890136719, 423.2571716308594, 477.1220703125, 438.4592590332031)"
relevant,124645,"(508.20001220703125, 423.2571716308594, 553.3148803710938, 438.4592590332031)"
irrelevant,abn,"(156.3800048828125, 42.692962646484375, 176.7711639404297, 56.37800216674805)"
relevant,52718456376,"(179.4499969482422, 42.692962646484375, 240.49490356445312, 56.37800216674805)"
relevant,tategamble,"(156.3800048828125, 54.812957763671875, 214.6097869873047, 68.49800109863281)"
relevant,pty,"(217.45834350585938, 54.812957763671875, 231.81069946289062, 68.49800109863281)"
relevant,ltd,"(234.61941528320312, 54.812957763671875, 248.5435028076172, 68.49800109863281)"
relevant,8892,"(156.3800048828125, 67.17300415039062, 178.49122619628906, 80.85804748535156)"
relevant,richardson,"(181.32981872558594, 67.17300415039062, 231.84695434570312, 80.85804748535156)"
relevant,isle,"(234.57598876953125, 67.17300415039062, 250.17333984375, 80.85804748535156)"
relevant,suite,"(253.0218963623047, 67.17300415039062, 275.7207336425781, 80.85804748535156)"
relevant,704,"(278.5593566894531, 67.17300415039062, 297.90167236328125, 80.85804748535156)"
relevant,south,"(156.3800048828125, 79.19296264648438, 182.4254150390625, 92.87800598144531)"
relevant,leah,"(185.1942901611328, 79.19296264648438, 210.14410400390625, 92.87800598144531)"
relevant,tx,"(212.99266052246094, 79.19296264648438, 225.72154235839844, 92.87800598144531)"
relevant,59830,"(228.57009887695312, 79.19296264648438, 256.3087158203125, 92.87800598144531)"
irrelevant,wwwflexicarcomau,"(156.3800048828125, 103.24275970458984, 246.1395263671875, 116.72860717773438)"
irrelevant,1300,"(156.3800048828125, 115.24275970458984, 178.49122619628906, 128.72860717773438)"
irrelevant,36,"(181.32981872558594, 115.24275970458984, 192.4053497314453, 128.72860717773438)"
irrelevant,37,"(195.23397827148438, 115.24275970458984, 206.30950927734375, 128.72860717773438)"
irrelevant,80,"(209.1381378173828, 115.24275970458984, 220.2136688232422, 128.72860717773438)"
irrelevant,tax,"(325.989990234375, 38.24280548095703, 353.34539794921875, 60.2197265625)"
irrelevant,invoice,"(356.7099914550781, 38.24280548095703, 411.1973876953125, 60.2197265625)"
irrelevant,invoice,"(42.47999954223633, 164.50994873046875, 73.4939956665039, 176.9029541015625)"
irrelevant,number,"(75.74400329589844, 164.50994873046875, 108.73800659179688, 176.9029541015625)"
irrelevant,a6a44c762,"(155.77999877929688, 164.50994873046875, 203.0540008544922, 176.9029541015625)"
irrelevant,invoice,"(42.47999954223633, 178.90997314453125, 73.4939956665039, 191.302978515625)"
irrelevant,creation,"(76.02299499511719, 178.90997314453125, 111.03298950195312, 191.302978515625)"
irrelevant,date,"(113.5619888305664, 178.90997314453125, 131.99398803710938, 191.302978515625)"
relevant,31032009,"(155.77999877929688, 178.90997314453125, 200.051025390625, 191.302978515625)"
irrelevant,invoice,"(42.47999954223633, 193.30999755859375, 73.4939956665039, 205.7030029296875)"
irrelevant,period,"(76.02299499511719, 193.30999755859375, 103.48199462890625, 205.7030029296875)"
relevant,06112022,"(155.77999877929688, 193.30999755859375, 200.051025390625, 205.7030029296875)"
irrelevant,customer,"(42.47999954223633, 207.7099609375, 84.59100341796875, 220.10296630859375)"
irrelevant,reference,"(87.09300231933594, 207.7099609375, 127.58399200439453, 220.10296630859375)"
relevant,569663,"(155.77999877929688, 207.7099609375, 185.3839874267578, 220.10296630859375)"
irrelevant,customer,"(189.88999938964844, 207.7099609375, 231.88397216796875, 220.10296630859375)"
irrelevant,name,"(42.47999954223633, 222.1099853515625, 66.05999755859375, 234.50299072265625)"
relevant,michael,"(155.77999877929688, 222.1099853515625, 188.2969970703125, 234.50299072265625)"
relevant,jenkins,"(190.61000061035156, 222.1099853515625, 223.58599853515625, 234.50299072265625)"
irrelevant,michael,"(325.989990234375, 161.47276306152344, 373.5272216796875, 179.3186798095703)"
irrelevant,jenkins,"(377.2208251953125, 161.47276306152344, 425.57452392578125, 179.3186798095703)"
relevant,846,"(325.989990234375, 176.67198181152344, 344.3716125488281, 191.8409423828125)"
relevant,jon,"(347.44073486328125, 176.67198181152344, 365.2372131347656, 191.8409423828125)"
relevant,road,"(368.3394470214844, 176.67198181152344, 397.5623474121094, 191.8409423828125)"
relevant,kellyton,"(400.71978759765625, 176.67198181152344, 442.7821350097656, 191.8409423828125)"
relevant,pr,"(445.82916259765625, 176.67198181152344, 461.11956787109375, 191.8409423828125)"
relevant,96300,"(464.1776428222656, 176.67198181152344, 494.8026428222656, 191.8409423828125)"
irrelevant,date,"(72.14399719238281, 276.0727844238281, 93.15959930419922, 289.7876892089844)"
irrelevant,amount,"(516.239990234375, 276.0727844238281, 553.3906860351562, 289.7876892089844)"
relevant,17121995,"(42.720001220703125, 297.7429504394531, 91.82279968261719, 311.427978515625)"
relevant,evolve,"(217.97000122070312, 297.7429504394531, 246.76437377929688, 311.427978515625)"
relevant,enterprise,"(249.5332489013672, 297.7429504394531, 294.0146179199219, 311.427978515625)"
relevant,models,"(296.78350830078125, 297.7429504394531, 328.9543151855469, 311.427978515625)"
relevant,8613,"(523.2000122070312, 298.53497314453125, 550.296142578125, 310.9009704589844)"
irrelevant,total,"(351.7900085449219, 339.7819519042969, 376.3319396972656, 354.950927734375)"
irrelevant,amount,"(378.6700134277344, 339.7819519042969, 415.3338623046875, 354.950927734375)"
irrelevant,without,"(417.82000732421875, 339.7819519042969, 452.5518493652344, 354.950927734375)"
irrelevant,gst,"(455.0199890136719, 339.7819519042969, 477.1220703125, 354.950927734375)"
relevant,8613,"(520.3200073242188, 339.7819519042969, 553.4453735351562, 354.950927734375)"
irrelevant,good,"(355.2699890136719, 355.6999816894531, 377.2929992675781, 367.885986328125)"
irrelevant,and,"(379.75, 355.6999816894531, 394.7080078125, 367.885986328125)"
irrelevant,services,"(397.05999755859375, 355.6999816894531, 430.09002685546875, 367.885986328125)"
irrelevant,tax,"(432.4599914550781, 355.6999816894531, 444.5110168457031, 367.885986328125)"
irrelevant,1000,"(446.8599853515625, 355.6999816894531, 476.9560241699219, 367.885986328125)"
relevant,861,"(526.3200073242188, 353.82196044921875, 553.4506225585938, 368.9909362792969)"
irrelevant,total,"(332.7099914550781, 367.3171691894531, 359.0514831542969, 382.5192565917969)"
irrelevant,amount,"(361.510009765625, 367.3171691894531, 401.1878356933594, 382.5192565917969)"
irrelevant,including,"(403.6600036621094, 367.3171691894531, 452.6556091308594, 382.5192565917969)"
irrelevant,gst,"(455.0199890136719, 367.3171691894531, 477.1220703125, 382.5192565917969)"
relevant,9474,"(520.3200073242188, 367.3171691894531, 553.4453735351562, 382.5192565917969)"
irrelevant,abn,"(156.3800048828125, 42.692962646484375, 176.7711639404297, 56.37800216674805)"
relevant,39215215190,"(179.4499969482422, 42.692962646484375, 240.49490356445312, 56.37800216674805)"
relevant,boyd,"(156.3800048828125, 54.812957763671875, 179.0688934326172, 68.49800109863281)"
relevant,and,"(181.8377685546875, 54.812957763671875, 198.52078247070312, 68.49800109863281)"
relevant,sons,"(201.3494110107422, 54.812957763671875, 224.0980682373047, 68.49800109863281)"
relevant,pty,"(226.89682006835938, 54.812957763671875, 241.2392120361328, 68.49800109863281)"
relevant,ltd,"(244.0479278564453, 54.812957763671875, 257.9620361328125, 68.49800109863281)"
relevant,39669,"(156.3800048828125, 67.17300415039062, 184.0987091064453, 80.85804748535156)"
relevant,john,"(186.86758422851562, 67.17300415039062, 208.55050659179688, 80.85804748535156)"
relevant,parks,"(211.3193817138672, 67.17300415039062, 236.89666748046875, 80.85804748535156)"
relevant,apt,"(239.71534729003906, 67.17300415039062, 257.3843994140625, 80.85804748535156)"
relevant,184,"(260.21307373046875, 67.17300415039062, 279.64501953125, 80.85804748535156)"
relevant,south,"(156.3800048828125, 79.19296264648438, 182.4254150390625, 92.87800598144531)"
relevant,michelle,"(185.1942901611328, 79.19296264648438, 224.63587951660156, 92.87800598144531)"
relevant,vt,"(227.47447204589844, 79.19296264648438, 240.16351318359375, 92.87800598144531)"
relevant,73590,"(242.95230102539062, 79.19296264648438, 270.6709899902344, 92.87800598144531)"
irrelevant,wwwflexicarcomau,"(156.3800048828125, 103.24275970458984, 246.1395263671875, 116.72860717773438)"
irrelevant,1300,"(156.3800048828125, 115.24275970458984, 178.49122619628906, 128.72860717773438)"
irrelevant,36,"(181.32981872558594, 115.24275970458984, 192.4053497314453, 128.72860717773438)"
irrelevant,37,"(195.23397827148438, 115.24275970458984, 206.30950927734375, 128.72860717773438)"
irrelevant,80,"(209.1381378173828, 115.24275970458984, 220.2136688232422, 128.72860717773438)"
irrelevant,tax,"(325.989990234375, 38.24280548095703, 353.34539794921875, 60.2197265625)"
irrelevant,invoice,"(356.7099914550781, 38.24280548095703, 411.1973876953125, 60.2197265625)"
irrelevant,invoice,"(42.47999954223633, 164.50994873046875, 73.4939956665039, 176.9029541015625)"
irrelevant,number,"(75.74400329589844, 164.50994873046875, 108.73800659179688, 176.9029541015625)"
irrelevant,a7ab2cd60,"(155.77999877929688, 164.50994873046875, 204.0139923095703, 176.9029541015625)"
irrelevant,invoice,"(42.47999954223633, 178.90997314453125, 73.4939956665039, 191.302978515625)"
irrelevant,creation,"(76.02299499511719, 178.90997314453125, 111.03298950195312, 191.302978515625)"
irrelevant,date,"(113.5619888305664, 178.90997314453125, 131.99398803710938, 191.302978515625)"
relevant,10022009,"(155.77999877929688, 178.90997314453125, 200.051025390625, 191.302978515625)"
irrelevant,invoice,"(42.47999954223633, 193.30999755859375, 73.4939956665039, 205.7030029296875)"
irrelevant,period,"(76.02299499511719, 193.30999755859375, 103.48199462890625, 205.7030029296875)"
relevant,25121997,"(155.77999877929688, 193.30999755859375, 200.051025390625, 205.7030029296875)"
irrelevant,customer,"(42.47999954223633, 207.7099609375, 84.59100341796875, 220.10296630859375)"
irrelevant,reference,"(87.09300231933594, 207.7099609375, 127.58399200439453, 220.10296630859375)"
relevant,3183558,"(155.77999877929688, 207.7099609375, 190.30398559570312, 220.10296630859375)"
irrelevant,customer,"(42.47999954223633, 222.1099853515625, 84.59100341796875, 234.50299072265625)"
irrelevant,name,"(87.09300231933594, 222.1099853515625, 110.55599975585938, 234.50299072265625)"
relevant,joel,"(155.77999877929688, 222.1099853515625, 173.5279998779297, 234.50299072265625)"
relevant,johnson,"(175.83200073242188, 222.1099853515625, 212.79197692871094, 234.50299072265625)"
irrelevant,joel,"(325.989990234375, 161.47276306152344, 351.92291259765625, 179.3186798095703)"
irrelevant,johnson,"(355.5257873535156, 161.47276306152344, 409.6207580566406, 179.3186798095703)"
relevant,359,"(325.989990234375, 176.67198181152344, 344.3716125488281, 191.8409423828125)"
relevant,alexander,"(347.44073486328125, 176.67198181152344, 397.0103454589844, 191.8409423828125)"
relevant,square,"(400.1457214355469, 176.67198181152344, 438.6201477050781, 191.8409423828125)"
relevant,blakechester,"(441.5346984863281, 176.67198181152344, 508.1942138671875, 191.8409423828125)"
relevant,mp,"(511.2412414550781, 176.67198181152344, 527.8344116210938, 191.8409423828125)"
relevant,34543,"(325.989990234375, 189.39195251464844, 356.60833740234375, 204.5609130859375)"
irrelevant,date,"(72.14399719238281, 276.0727844238281, 93.15959930419922, 289.7876892089844)"
irrelevant,amount,"(516.239990234375, 276.0727844238281, 553.3906860351562, 289.7876892089844)"
relevant,21101997,"(42.720001220703125, 297.7429504394531, 91.82279968261719, 311.427978515625)"
relevant,embrace,"(217.97000122070312, 297.7429504394531, 256.7442932128906, 311.427978515625)"
relevant,synergistic,"(259.51318359375, 297.7429504394531, 306.6539306640625, 311.427978515625)"
relevant,etailers,"(309.5722351074219, 297.7429504394531, 345.2328186035156, 311.427978515625)"
relevant,19273,"(518.280029296875, 298.53497314453125, 550.2991943359375, 310.9009704589844)"
relevant,30112011,"(42.720001220703125, 312.3829650878906, 91.82279968261719, 326.0679931640625)"
relevant,facilitate,"(217.97000122070312, 312.3829650878906, 254.5530548095703, 326.0679931640625)"
relevant,backend,"(257.3219299316406, 312.3829650878906, 298.5276794433594, 326.0679931640625)"
relevant,ebusiness,"(301.2609558105469, 312.3829650878906, 349.75091552734375, 326.0679931640625)"
relevant,35402,"(518.280029296875, 313.17498779296875, 550.2991943359375, 325.5409851074219)"
relevant,31081995,"(42.720001220703125, 327.0229797363281, 91.82279968261719, 340.7080078125)"
relevant,harness,"(217.97000122070312, 327.0229797363281, 253.39773559570312, 340.7080078125)"
relevant,seamless,"(256.2164306640625, 327.0229797363281, 298.34722900390625, 340.7080078125)"
relevant,experiences,"(301.1659240722656, 327.0229797363281, 355.0694274902344, 340.7080078125)"
relevant,145,"(528.1199951171875, 327.81500244140625, 550.2930908203125, 340.1809997558594)"
relevant,15052002,"(42.720001220703125, 341.6629638671875, 91.82279968261719, 355.3479919433594)"
relevant,seize,"(217.97000122070312, 341.6629638671875, 241.2465362548828, 355.3479919433594)"
relevant,impactful,"(244.01541137695312, 341.6629638671875, 283.9848937988281, 355.3479919433594)"
relevant,markets,"(286.7836608886719, 341.6629638671875, 322.2512512207031, 355.3479919433594)"
relevant,24143,"(518.280029296875, 342.4549865722656, 550.2991943359375, 354.82098388671875)"
relevant,28022022,"(42.720001220703125, 356.302978515625, 91.82279968261719, 369.9880065917969)"
relevant,visualize,"(217.97000122070312, 356.302978515625, 256.2263488769531, 369.9880065917969)"
relevant,crossplatform,"(258.9952392578125, 356.302978515625, 322.3954162597656, 369.9880065917969)"
relevant,web,"(325.164306640625, 356.302978515625, 343.5106201171875, 369.9880065917969)"
relevant,services,"(346.2795104980469, 356.302978515625, 382.9024658203125, 369.9880065917969)"
relevant,3476,"(523.2000122070312, 357.0950012207031, 550.296142578125, 369.46099853515625)"
irrelevant,total,"(351.7900085449219, 398.46197509765625, 376.3319396972656, 413.6309509277344)"
irrelevant,amount,"(378.6700134277344, 398.46197509765625, 415.3338623046875, 413.6309509277344)"
irrelevant,without,"(417.82000732421875, 398.46197509765625, 452.5518493652344, 413.6309509277344)"
irrelevant,gst,"(455.0199890136719, 398.46197509765625, 477.1220703125, 413.6309509277344)"
relevant,82439,"(514.2000122070312, 398.46197509765625, 553.3201293945312, 413.6309509277344)"
irrelevant,good,"(355.2699890136719, 414.39996337890625, 377.2929992675781, 426.5859680175781)"
irrelevant,and,"(379.75, 414.39996337890625, 394.7080078125, 426.5859680175781)"
irrelevant,services,"(397.05999755859375, 414.39996337890625, 430.09002685546875, 426.5859680175781)"
irrelevant,tax,"(432.4599914550781, 414.39996337890625, 444.5110168457031, 426.5859680175781)"
irrelevant,1000,"(446.8599853515625, 414.39996337890625, 476.9560241699219, 426.5859680175781)"
relevant,8244,"(520.3200073242188, 412.4019775390625, 553.4453735351562, 427.5709533691406)"
irrelevant,total,"(332.7099914550781, 425.8971862792969, 359.0514831542969, 441.0992736816406)"
irrelevant,amount,"(361.510009765625, 425.8971862792969, 401.1878356933594, 441.0992736816406)"
irrelevant,including,"(403.6600036621094, 425.8971862792969, 452.6556091308594, 441.0992736816406)"
irrelevant,gst,"(455.0199890136719, 425.8971862792969, 477.1220703125, 441.0992736816406)"
relevant,90683,"(514.2000122070312, 425.8971862792969, 553.3201293945312, 441.0992736816406)"
irrelevant,abn,"(156.3800048828125, 42.692962646484375, 176.7711639404297, 56.37800216674805)"
relevant,85702713817,"(179.4499969482422, 42.692962646484375, 240.49490356445312, 56.37800216674805)"
relevant,andrews,"(156.3800048828125, 54.812957763671875, 195.1642608642578, 68.49800109863281)"
relevant,and,"(197.99288940429688, 54.812957763671875, 214.56634521484375, 68.49800109863281)"
relevant,sons,"(217.42486572265625, 54.812957763671875, 240.1436309814453, 68.49800109863281)"
relevant,pty,"(242.96231079101562, 54.812957763671875, 257.3047180175781, 68.49800109863281)"
relevant,ltd,"(260.2130432128906, 54.812957763671875, 274.05743408203125, 68.49800109863281)"
relevant,5252,"(156.3800048828125, 67.17300415039062, 178.49122619628906, 80.85804748535156)"
relevant,mendez,"(181.32981872558594, 67.17300415039062, 216.7874298095703, 80.85804748535156)"
relevant,square,"(219.68577575683594, 67.17300415039062, 254.59559631347656, 80.85804748535156)"
relevant,east,"(257.4640808105469, 67.17300415039062, 277.38409423828125, 80.85804748535156)"
relevant,karen,"(156.3800048828125, 79.19296264648438, 185.7819366455078, 92.87800598144531)"
relevant,gu,"(188.55081176757812, 79.19296264648438, 203.51072692871094, 92.87800598144531)"
relevant,18126,"(206.27960205078125, 79.19296264648438, 234.10787963867188, 92.87800598144531)"
irrelevant,wwwflexicarcomau,"(156.3800048828125, 103.24275970458984, 246.1395263671875, 116.72860717773438)"
irrelevant,1300,"(156.3800048828125, 115.24275970458984, 178.49122619628906, 128.72860717773438)"
irrelevant,36,"(181.32981872558594, 115.24275970458984, 192.4053497314453, 128.72860717773438)"
irrelevant,37,"(195.23397827148438, 115.24275970458984, 206.30950927734375, 128.72860717773438)"
irrelevant,80,"(209.1381378173828, 115.24275970458984, 220.2136688232422, 128.72860717773438)"
irrelevant,tax,"(325.989990234375, 38.24280548095703, 353.34539794921875, 60.2197265625)"
irrelevant,invoice,"(356.7099914550781, 38.24280548095703, 411.1973876953125, 60.2197265625)"
irrelevant,invoice,"(42.47999954223633, 164.50994873046875, 73.4939956665039, 176.9029541015625)"
irrelevant,number,"(75.74400329589844, 164.50994873046875, 108.73800659179688, 176.9029541015625)"
irrelevant,adcc4dc11,"(155.77999877929688, 164.50994873046875, 204.0139923095703, 176.9029541015625)"
irrelevant,invoice,"(42.47999954223633, 178.90997314453125, 73.4939956665039, 191.302978515625)"
irrelevant,creation,"(76.02299499511719, 178.90997314453125, 111.03298950195312, 191.302978515625)"
irrelevant,date,"(113.5619888305664, 178.90997314453125, 131.99398803710938, 191.302978515625)"
relevant,27031994,"(155.77999877929688, 178.90997314453125, 200.051025390625, 191.302978515625)"
irrelevant,invoice,"(42.47999954223633, 193.30999755859375, 73.4939956665039, 205.7030029296875)"
irrelevant,period,"(76.02299499511719, 193.30999755859375, 103.48199462890625, 205.7030029296875)"
relevant,11102015,"(155.77999877929688, 193.30999755859375, 200.051025390625, 205.7030029296875)"
irrelevant,customer,"(42.47999954223633, 207.7099609375, 84.59100341796875, 220.10296630859375)"
irrelevant,reference,"(87.09300231933594, 207.7099609375, 127.58399200439453, 220.10296630859375)"
relevant,3318296,"(155.77999877929688, 207.7099609375, 190.30398559570312, 220.10296630859375)"
irrelevant,customer,"(42.47999954223633, 222.1099853515625, 84.59100341796875, 234.50299072265625)"
irrelevant,name,"(87.09300231933594, 222.1099853515625, 110.55599975585938, 234.50299072265625)"
relevant,leslie,"(155.77999877929688, 222.1099853515625, 180.83599853515625, 234.50299072265625)"
relevant,davis,"(183.1699981689453, 222.1099853515625, 206.7860107421875, 234.50299072265625)"
irrelevant,leslie,"(325.989990234375, 161.47276306152344, 362.7388000488281, 179.3186798095703)"
irrelevant,davis,"(366.3445739746094, 161.47276306152344, 401.00537109375, 179.3186798095703)"
relevant,2538,"(325.989990234375, 176.67198181152344, 350.5098571777344, 191.8409423828125)"
relevant,lisa,"(353.59002685546875, 176.67198181152344, 373.7711181640625, 191.8409423828125)"
relevant,burgs,"(376.8402404785156, 176.67198181152344, 408.6244201660156, 191.8409423828125)"
relevant,baileymouth,"(411.67144775390625, 176.67198181152344, 475.20660400390625, 191.8409423828125)"
relevant,fl,"(478.3640441894531, 176.67198181152344, 491.24774169921875, 191.8409423828125)"
relevant,07353,"(494.1954345703125, 176.67198181152344, 524.8203735351562, 191.8409423828125)"
irrelevant,date,"(72.14399719238281, 276.0727844238281, 93.15959930419922, 289.7876892089844)"
irrelevant,amount,"(516.239990234375, 276.0727844238281, 553.3906860351562, 289.7876892089844)"
relevant,06072007,"(42.720001220703125, 297.7429504394531, 91.82279968261719, 311.427978515625)"
relevant,mesh,"(217.97000122070312, 297.7429504394531, 242.34213256835938, 311.427978515625)"
relevant,robust,"(245.1110076904297, 297.7429504394531, 272.90936279296875, 311.427978515625)"
relevant,metrics,"(275.6782531738281, 297.7429504394531, 307.8490905761719, 311.427978515625)"
